0,0,00000000,00000000
1,17,00010001,00000001
2,34,00100010,00000010
3,51,00110011,00000011
4,68,01000100,00000100
5,85,01010101,00000101
6,102,01100110,00000110
7,119,01110111,00000111
8,136,10001000,00001000
9,153,10011001,00001001
10,170,10101010,00001010
11,187,10111011,00001011
12,1,00000001,00001100
13,18,00010010,00001101
14,35,00100011,00001110
15,52,00110100,00001111
16,69,01000101,00010000
17,86,01010110,00010001
18,103,01100111,00010010
19,120,01111000,00010011
20,137,10001001,00010100
21,154,10011010,00010101
22,171,10101011,00010110
23,188,10111100,00010111
24,2,00000010,00011000
25,19,00010011,00011001
26,36,00100100,00011010
27,53,00110101,00011011
28,70,01000110,00011100
29,87,01010111,00011101
30,104,01101000,00011110
31,121,01111001,00011111
32,138,10001010,00100000
33,155,10011011,00100001
34,172,10101100,00100010
35,189,10111101,00100011
36,3,00000011,00100100
37,20,00010100,00100101
38,37,00100101,00100110
39,54,00110110,00100111
40,71,01000111,00101000
41,88,01011000,00101001
42,105,01101001,00101010
43,122,01111010,00101011
44,139,10001011,00101100
45,156,10011100,00101101
46,173,10101101,00101110
47,190,10111110,00101111
48,4,00000100,00110000
49,21,00010101,00110001
50,38,00100110,00110010
51,55,00110111,00110011
52,72,01001000,00110100
53,89,01011001,00110101
54,106,01101010,00110110
55,123,01111011,00110111
56,140,10001100,00111000
57,157,10011101,00111001
58,174,10101110,00111010
59,191,10111111,00111011
60,5,00000101,00111100
61,22,00010110,00111101
62,39,00100111,00111110
63,56,00111000,00111111
64,73,01001001,01000000
65,90,01011010,01000001
66,107,01101011,01000010
67,124,01111100,01000011
68,141,10001101,01000100
69,158,10011110,01000101
70,175,10101111,01000110
71,192,11000000,01000111
72,6,00000110,01001000
73,23,00010111,01001001
74,40,00101000,01001010
75,57,00111001,01001011
76,74,01001010,01001100
77,91,01011011,01001101
78,108,01101100,01001110
79,125,01111101,01001111
80,142,10001110,01010000
81,159,10011111,01010001
82,176,10110000,01010010
83,193,11000001,01010011
84,7,00000111,01010100
85,24,00011000,01010101
86,41,00101001,01010110
87,58,00111010,01010111
88,75,01001011,01011000
89,92,01011100,01011001
90,109,01101101,01011010
91,126,01111110,01011011
92,143,10001111,01011100
93,160,10100000,01011101
94,177,10110001,01011110
95,194,11000010,01011111
96,8,00001000,01100000
97,25,00011001,01100001
98,42,00101010,01100010
99,59,00111011,01100011
100,76,01001100,01100100
101,93,01011101,01100101
102,110,01101110,01100110
103,127,01111111,01100111
104,144,10010000,01101000
105,161,10100001,01101001
106,178,10110010,01101010
107,195,11000011,01101011
108,9,00001001,01101100
109,26,00011010,01101101
110,43,00101011,01101110
111,60,00111100,01101111
112,77,01001101,01110000
113,94,01011110,01110001
114,111,01101111,01110010
115,128,10000000,01110011
116,145,10010001,01110100
117,162,10100010,01110101
118,179,10110011,01110110
119,196,11000100,01110111
120,10,00001010,01111000
121,27,00011011,01111001
122,44,00101100,01111010
123,61,00111101,01111011
124,78,01001110,01111100
125,95,01011111,01111101
126,112,01110000,01111110
127,129,10000001,01111111
128,146,10010010,10000000
129,163,10100011,10000001
130,180,10110100,10000010
131,197,11000101,10000011
132,11,00001011,10000100
133,28,00011100,10000101
134,45,00101101,10000110
135,62,00111110,10000111
136,79,01001111,10001000
137,96,01100000,10001001
138,113,01110001,10001010
139,130,10000010,10001011
140,147,10010011,10001100
141,164,10100100,10001101
142,181,10110101,10001110
143,198,11000110,10001111
144,12,00001100,10010000
145,29,00011101,10010001
146,46,00101110,10010010
147,63,00111111,10010011
148,80,01010000,10010100
149,97,01100001,10010101
150,114,01110010,10010110
151,131,10000011,10010111
152,148,10010100,10011000
153,165,10100101,10011001
154,182,10110110,10011010
155,199,11000111,10011011
156,13,00001101,10011100
157,30,00011110,10011101
158,47,00101111,10011110
159,64,01000000,10011111
160,81,01010001,10100000
161,98,01100010,10100001
162,115,01110011,10100010
163,132,10000100,10100011
164,149,10010101,10100100
165,166,10100110,10100101
166,183,10110111,10100110
167,200,11001000,10100111
168,14,00001110,10101000
169,31,00011111,10101001
170,48,00110000,10101010
171,65,01000001,10101011
172,82,01010010,10101100
173,99,01100011,10101101
174,116,01110100,10101110
175,133,10000101,10101111
176,150,10010110,10110000
177,167,10100111,10110001
178,184,10111000,10110010
179,201,11001001,10110011
180,15,00001111,10110100
181,32,00100000,10110101
182,49,00110001,10110110
183,66,01000010,10110111
184,83,01010011,10111000
185,100,01100100,10111001
186,117,01110101,10111010
187,134,10000110,10111011
188,151,10010111,10111100
189,168,10101000,10111101
190,185,10111001,10111110
191,202,11001010,10111111
192,16,00010000,11000000
193,33,00100001,11000001
194,50,00110010,11000010
195,67,01000011,11000011
196,84,01010100,11000100
197,101,01100101,11000101
198,118,01110110,11000110
199,135,10000111,11000111
200,152,10011000,11001000
201,169,10101001,11001001
202,186,10111010,11001010
203,203,11001011,11001011
