0,0,00000000,00000000
1,18,00010010,00000001
2,36,00100100,00000010
3,54,00110110,00000011
4,72,01001000,00000100
5,90,01011010,00000101
6,108,01101100,00000110
7,126,01111110,00000111
8,144,10010000,00001000
9,162,10100010,00001001
10,180,10110100,00001010
11,198,11000110,00001011
12,182,10110110,00001100
13,166,10100110,00001101
14,150,10010110,00001110
15,134,10000110,00001111
16,118,01110110,00010000
17,100,01100100,00010001
18,82,01010010,00010010
19,64,01000000,00010011
20,46,00101110,00010100
21,28,00011100,00010101
22,10,00001010,00010110
23,26,00011010,00010111
24,42,00101010,00011000
25,58,00111010,00011001
26,74,01001010,00011010
27,106,01101010,00011011
28,122,01111010,00011100
29,138,10001010,00011101
30,154,10011010,00011110
31,170,10101010,00011111
32,188,10111100,00100000
33,172,10101100,00100001
34,156,10011100,00100010
35,140,10001100,00100011
36,124,01111100,00100100
37,92,01011100,00100101
38,76,01001100,00100110
39,60,00111100,00100111
40,44,00101100,00101000
41,12,00001100,00101001
42,30,00011110,00101010
43,48,00110000,00101011
44,66,01000010,00101100
45,84,01010100,00101101
46,116,01110100,00101110
47,132,10000100,00101111
48,148,10010100,00110000
49,164,10100100,00110001
50,196,11000100,00110010
51,178,10110010,00110011
52,160,10100000,00110100
53,142,10001110,00110101
54,88,01011000,00110110
55,70,01000110,00110111
56,52,00110100,00111000
57,34,00100010,00111001
58,2,00000010,00111010
59,20,00010100,00111011
60,38,00100110,00111100
61,56,00111000,00111101
62,110,01101110,00111110
63,128,10000000,00111111
64,146,10010010,01000000
65,200,11001000,01000001
66,184,10111000,01000010
67,168,10101000,01000011
68,152,10011000,01000100
69,98,01100010,01000101
70,80,01010000,01000110
71,62,00111110,01000111
72,8,00001000,01001000
73,24,00011000,01001001
74,40,00101000,01001010
75,104,01101000,01001011
76,120,01111000,01001100
77,136,10001000,01001101
78,190,10111110,01001110
79,174,10101110,01001111
80,158,10011110,01010000
81,94,01011110,01010001
82,78,01001110,01010010
83,14,00001110,01010011
84,32,00100000,01010100
85,50,00110010,01010101
86,114,01110010,01010110
87,130,10000010,01010111
88,194,11000010,01011000
89,176,10110000,01011001
90,86,01010110,01011010
91,68,01000100,01011011
92,4,00000100,01011100
93,22,00010110,01011101
94,112,01110000,01011110
95,202,11001010,01011111
96,186,10111010,01100000
97,96,01100000,01100001
98,6,00000110,01100010
99,102,01100110,01100011
100,192,11000000,01100100
101,16,00010000,01100101
102,17,00010001,01100110
103,35,00100011,01100111
104,53,00110101,01101000
105,71,01000111,01101001
106,89,01011001,01101010
107,107,01101011,01101011
108,125,01111101,01101100
109,143,10001111,01101101
110,161,10100001,01101110
111,179,10110011,01101111
112,197,11000101,01110000
113,181,10110101,01110001
114,165,10100101,01110010
115,149,10010101,01110011
116,133,10000101,01110100
117,117,01110101,01110101
118,101,01100101,01110110
119,83,01010011,01110111
120,65,01000001,01111000
121,47,00101111,01111001
122,29,00011101,01111010
123,11,00001011,01111011
124,27,00011011,01111100
125,43,00101011,01111101
126,59,00111011,01111110
127,75,01001011,01111111
128,91,01011011,10000000
129,123,01111011,10000001
130,139,10001011,10000010
131,155,10011011,10000011
132,171,10101011,10000100
133,187,10111011,10000101
134,189,10111101,10000110
135,173,10101101,10000111
136,157,10011101,10001000
137,141,10001101,10001001
138,109,01101101,10001010
139,93,01011101,10001011
140,77,01001101,10001100
141,61,00111101,10001101
142,45,00101101,10001110
143,13,00001101,10001111
144,31,00011111,10010000
145,49,00110001,10010001
146,67,01000011,10010010
147,99,01100011,10010011
148,115,01110011,10010100
149,131,10000011,10010101
150,147,10010011,10010110
151,163,10100011,10010111
152,195,11000011,10011000
153,177,10110001,10011001
154,159,10011111,10011010
155,105,01101001,10011011
156,87,01010111,10011100
157,69,01000101,10011101
158,51,00110011,10011110
159,19,00010011,10011111
160,3,00000011,10100000
161,21,00010101,10100001
162,39,00100111,10100010
163,57,00111001,10100011
164,111,01101111,10100100
165,129,10000001,10100101
166,183,10110111,10100110
167,201,11001001,10100111
168,185,10111001,10101000
169,169,10101001,10101001
170,151,10010111,10101010
171,97,01100001,10101011
172,79,01001111,10101100
173,25,00011001,10101101
174,7,00000111,10101110
175,23,00010111,10101111
176,55,00110111,10110000
177,103,01100111,10110001
178,119,01110111,10110010
179,137,10001001,10110011
180,191,10111111,10110100
181,175,10101111,10110101
182,127,01111111,10110110
183,95,01011111,10110111
184,63,00111111,10111000
185,15,00001111,10111001
186,33,00100001,10111010
187,81,01010001,10111011
188,113,01110001,10111100
189,145,10010001,10111101
190,193,11000001,10111110
191,121,01111001,10111111
192,85,01010101,11000000
193,37,00100101,11000001
194,5,00000101,11000010
195,41,00101001,11000011
196,167,10100111,11000100
197,203,11001011,11000101
198,1,00000001,11000110
199,73,01001001,11000111
200,199,11000111,11001000
201,135,10000111,11001001
202,9,00001001,11001010
203,153,10011001,11001011
