0,0,00000000,00000000
1,2,00000010,00000001
2,4,00000100,00000010
3,6,00000110,00000011
4,8,00001000,00000100
5,10,00001010,00000101
6,12,00001100,00000110
7,14,00001110,00000111
8,16,00010000,00001000
9,18,00010010,00001001
10,20,00010100,00001010
11,22,00010110,00001011
12,24,00011000,00001100
13,26,00011010,00001101
14,28,00011100,00001110
15,30,00011110,00001111
16,32,00100000,00010000
17,34,00100010,00010001
18,36,00100100,00010010
19,38,00100110,00010011
20,40,00101000,00010100
21,42,00101010,00010101
22,44,00101100,00010110
23,46,00101110,00010111
24,48,00110000,00011000
25,50,00110010,00011001
26,52,00110100,00011010
27,54,00110110,00011011
28,56,00111000,00011100
29,58,00111010,00011101
30,60,00111100,00011110
31,62,00111110,00011111
32,64,01000000,00100000
33,66,01000010,00100001
34,68,01000100,00100010
35,70,01000110,00100011
36,72,01001000,00100100
37,74,01001010,00100101
38,76,01001100,00100110
39,78,01001110,00100111
40,80,01010000,00101000
41,82,01010010,00101001
42,84,01010100,00101010
43,86,01010110,00101011
44,88,01011000,00101100
45,90,01011010,00101101
46,92,01011100,00101110
47,94,01011110,00101111
48,96,01100000,00110000
49,98,01100010,00110001
50,100,01100100,00110010
51,102,01100110,00110011
52,104,01101000,00110100
53,106,01101010,00110101
54,108,01101100,00110110
55,110,01101110,00110111
56,112,01110000,00111000
57,114,01110010,00111001
58,116,01110100,00111010
59,118,01110110,00111011
60,120,01111000,00111100
61,122,01111010,00111101
62,124,01111100,00111110
63,126,01111110,00111111
64,128,10000000,01000000
65,130,10000010,01000001
66,132,10000100,01000010
67,134,10000110,01000011
68,136,10001000,01000100
69,138,10001010,01000101
70,140,10001100,01000110
71,142,10001110,01000111
72,144,10010000,01001000
73,146,10010010,01001001
74,148,10010100,01001010
75,150,10010110,01001011
76,152,10011000,01001100
77,154,10011010,01001101
78,156,10011100,01001110
79,158,10011110,01001111
80,160,10100000,01010000
81,162,10100010,01010001
82,164,10100100,01010010
83,166,10100110,01010011
84,168,10101000,01010100
85,170,10101010,01010101
86,172,10101100,01010110
87,174,10101110,01010111
88,176,10110000,01011000
89,178,10110010,01011001
90,180,10110100,01011010
91,182,10110110,01011011
92,184,10111000,01011100
93,186,10111010,01011101
94,188,10111100,01011110
95,190,10111110,01011111
96,192,11000000,01100000
97,194,11000010,01100001
98,196,11000100,01100010
99,198,11000110,01100011
100,200,11001000,01100100
101,202,11001010,01100101
102,1,00000001,01100110
103,3,00000011,01100111
104,5,00000101,01101000
105,7,00000111,01101001
106,9,00001001,01101010
107,11,00001011,01101011
108,13,00001101,01101100
109,15,00001111,01101101
110,17,00010001,01101110
111,19,00010011,01101111
112,21,00010101,01110000
113,23,00010111,01110001
114,25,00011001,01110010
115,27,00011011,01110011
116,29,00011101,01110100
117,31,00011111,01110101
118,33,00100001,01110110
119,35,00100011,01110111
120,37,00100101,01111000
121,39,00100111,01111001
122,41,00101001,01111010
123,43,00101011,01111011
124,45,00101101,01111100
125,47,00101111,01111101
126,49,00110001,01111110
127,51,00110011,01111111
128,53,00110101,10000000
129,55,00110111,10000001
130,57,00111001,10000010
131,59,00111011,10000011
132,61,00111101,10000100
133,63,00111111,10000101
134,65,01000001,10000110
135,67,01000011,10000111
136,69,01000101,10001000
137,71,01000111,10001001
138,73,01001001,10001010
139,75,01001011,10001011
140,77,01001101,10001100
141,79,01001111,10001101
142,81,01010001,10001110
143,83,01010011,10001111
144,85,01010101,10010000
145,87,01010111,10010001
146,89,01011001,10010010
147,91,01011011,10010011
148,93,01011101,10010100
149,95,01011111,10010101
150,97,01100001,10010110
151,99,01100011,10010111
152,101,01100101,10011000
153,103,01100111,10011001
154,105,01101001,10011010
155,107,01101011,10011011
156,109,01101101,10011100
157,111,01101111,10011101
158,113,01110001,10011110
159,115,01110011,10011111
160,117,01110101,10100000
161,119,01110111,10100001
162,121,01111001,10100010
163,123,01111011,10100011
164,125,01111101,10100100
165,127,01111111,10100101
166,129,10000001,10100110
167,131,10000011,10100111
168,133,10000101,10101000
169,135,10000111,10101001
170,137,10001001,10101010
171,139,10001011,10101011
172,141,10001101,10101100
173,143,10001111,10101101
174,145,10010001,10101110
175,147,10010011,10101111
176,149,10010101,10110000
177,151,10010111,10110001
178,153,10011001,10110010
179,155,10011011,10110011
180,157,10011101,10110100
181,159,10011111,10110101
182,161,10100001,10110110
183,163,10100011,10110111
184,165,10100101,10111000
185,167,10100111,10111001
186,169,10101001,10111010
187,171,10101011,10111011
188,173,10101101,10111100
189,175,10101111,10111101
190,177,10110001,10111110
191,179,10110011,10111111
192,181,10110101,11000000
193,183,10110111,11000001
194,185,10111001,11000010
195,187,10111011,11000011
196,189,10111101,11000100
197,191,10111111,11000101
198,193,11000001,11000110
199,195,11000011,11000111
200,197,11000101,11001000
201,199,11000111,11001001
202,201,11001001,11001010
203,203,11001011,11001011
